Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,5569.9,0,41:50.5,03:46.2,2.21,00:00.0,0,29,581,9.6,0,---,---,---,---,---,---,---,---,---,---,51.4878021,-0.6530667
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,4502.4,0,35:51.5,01:36.2,5.2,00:00.0,0,35.5,469,9.1,0,---,---,---,---,---,---,---,---,---,---,51.4934966,-0.6641147
1,4510.6,0,35:53.1,01:37.1,5.15,00:00.0,0,35.5,470,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4934493,-0.6640235
1,4519.7,0,35:54.9,01:38.4,5.08,00:00.0,0,35.5,471,9.1,0,---,---,---,---,---,---,---,---,---,---,51.4933974,-0.6639215
1,4528,0,35:56.5,01:38.8,5.06,00:00.0,0,35.5,472,8.3,0,---,---,---,---,---,---,---,---,---,---,51.4933515,-0.6638281
1,4536.2,0,35:58.1,01:38.6,5.07,00:00.0,0,36,473,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4933057,-0.6637356
1,4545.3,0,35:59.9,01:37.8,5.11,00:00.0,0,35.5,474,9.2,0,---,---,---,---,---,---,---,---,---,---,51.4932548,-0.6636316
1,4552.8,0,36:01.5,01:37.5,5.13,00:00.0,0,35.5,475,7.5,0,---,---,---,---,---,---,---,---,---,---,51.4932132,-0.6635463
1,4562.8,0,36:03.3,01:35.8,5.22,00:00.0,0,35.5,476,9.9,0,---,---,---,---,---,---,---,---,---,---,51.493158,-0.6634336
1,4571,0,36:04.9,01:37.1,5.15,00:00.0,0,35.5,477,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4931127,-0.6633403
1,4580,0,36:06.7,01:39.0,5.05,00:00.0,0,35.5,478,9,0,---,---,---,---,---,---,---,---,---,---,51.4930647,-0.6632359
1,4588.1,0,36:08.3,01:39.2,5.04,00:00.0,0,34,479,8.1,0,---,---,---,---,---,---,---,---,---,---,51.4930213,-0.6631415
1,4597.1,0,36:10.1,01:39.6,5.02,00:00.0,0,35.5,480,9,0,---,---,---,---,---,---,---,---,---,---,51.4929734,-0.6630376
1,4605.1,0,36:11.7,01:40.0,5,00:00.0,0,35.5,481,8.1,0,---,---,---,---,---,---,---,---,---,---,51.4929299,-0.6629451
1,4613.2,0,36:13.5,01:40.2,4.99,00:00.0,0,34,482,8.1,0,---,---,---,---,---,---,---,---,---,---,51.4928861,-0.6628518
1,4622.1,0,36:15.1,01:38.4,5.08,00:00.0,0,35.5,483,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4928378,-0.6627494
1,4631,0,36:16.9,01:39.0,5.05,00:00.0,0,34,484,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4927896,-0.6626471
1,4639.9,0,36:18.7,01:40.2,4.99,00:00.0,0,35.5,485,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4927415,-0.6625446
1,4648.1,0,36:20.3,01:40.0,5,00:00.0,0,34,486,8.3,0,---,---,---,---,---,---,---,---,---,---,51.4926972,-0.6624492
1,4657.1,0,36:22.1,01:39.2,5.04,00:00.0,0,35.5,487,9,0,---,---,---,---,---,---,---,---,---,---,51.4926486,-0.6623457
1,4665.3,0,36:23.7,01:38.6,5.07,00:00.0,0,35.5,488,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4926026,-0.6622528
1,4673.6,0,36:25.5,01:38.8,5.06,00:00.0,0,35.5,489,8.3,0,---,---,---,---,---,---,---,---,---,---,51.4925576,-0.6621574
1,4682.8,0,36:27.1,01:36.0,5.21,00:00.0,0,34,490,9.1,0,---,---,---,---,---,---,---,---,---,---,51.4925076,-0.662053
1,4691.9,0,36:28.9,01:35.8,5.22,00:00.0,0,35.5,491,9.1,0,---,---,---,---,---,---,---,---,---,---,51.4924578,-0.6619484
1,4701.1,0,36:30.7,01:37.5,5.13,00:00.0,0,35.5,492,9.2,0,---,---,---,---,---,---,---,---,---,---,51.4924074,-0.6618438
1,4709.3,0,36:32.3,01:37.3,5.14,00:00.0,0,34,493,8.3,0,---,---,---,---,---,---,---,---,---,---,51.4923624,-0.6617486
1,4717.6,0,36:33.9,01:37.5,5.13,00:00.0,0,35.5,494,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4923174,-0.6616542
1,4726.8,0,36:35.7,01:38.0,5.1,00:00.0,0,35.5,495,9.2,0,---,---,---,---,---,---,---,---,---,---,51.492269,-0.6615465
1,4735.2,0,36:37.5,01:37.5,5.13,00:00.0,0,35.5,496,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4922243,-0.6614487
1,4744.6,0,36:39.1,01:35.1,5.26,00:00.0,0,35.5,497,9.4,0,---,---,---,---,---,---,---,---,---,---,51.4921738,-0.6613404
1,4752.1,0,36:40.6,01:34.5,5.29,00:00.0,0,35.5,498,7.6,0,---,---,---,---,---,---,---,---,---,---,51.4921331,-0.661253
1,4762.1,0,36:42.5,01:34.5,5.29,00:00.0,0,35.5,499,10,0,---,---,---,---,---,---,---,---,---,---,51.4920794,-0.6611373
1,4770.6,0,36:44.1,01:35.8,5.22,00:00.0,0,35.5,500,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4920334,-0.6610408
1,4779.8,0,36:45.9,01:36.2,5.2,00:00.0,0,34.5,501,9.2,0,---,---,---,---,---,---,---,---,---,---,51.4919842,-0.6609335
1,4788.1,0,36:47.5,01:36.3,5.19,00:00.0,0,35,502,8.3,0,---,---,---,---,---,---,---,---,---,---,51.4919388,-0.6608384
1,4797.3,0,36:49.5,01:37.1,5.15,00:00.0,0,35.5,503,9.2,0,---,---,---,---,---,---,---,---,---,---,51.4918897,-0.6607322
1,4805.7,0,36:50.9,01:36.5,5.18,00:00.0,0,35.5,504,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4918449,-0.6606345
1,4814,0,36:52.6,01:36.3,5.19,00:00.0,0,34.5,505,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4918002,-0.6605376
1,4823.2,0,36:54.3,01:34.7,5.28,00:00.0,0,35.5,506,9.1,0,---,---,---,---,---,---,---,---,---,---,51.4917509,-0.6604321
1,4831.6,0,36:55.9,01:35.1,5.26,00:00.0,0,35.5,507,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4917055,-0.6603343
1,4840.9,0,36:57.7,01:36.2,5.2,00:00.0,0,35.5,508,9.3,0,---,---,---,---,---,---,---,---,---,---,51.4916553,-0.660227
1,4849.4,0,36:59.3,01:36.2,5.2,00:00.0,0,35.5,509,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4916102,-0.6601298
1,4858.5,0,37:01.1,01:36.5,5.18,00:00.0,0,35.5,510,9.2,0,---,---,---,---,---,---,---,---,---,---,51.491561,-0.6600235
1,4866.8,0,37:02.7,01:37.1,5.15,00:00.0,0,35.5,511,8.3,0,---,---,---,---,---,---,---,---,---,---,51.4915165,-0.6599272
1,4875.3,0,37:04.5,01:36.9,5.16,00:00.0,0,35.5,512,8.5,0,---,---,---,---,---,---,---,---,---,---,51.49147,-0.6598307
1,4884.6,0,37:06.1,01:34.0,5.32,00:00.0,0,35.5,513,9.3,0,---,---,---,---,---,---,---,---,---,---,51.4914188,-0.6597241
1,4893.1,0,37:07.7,01:33.6,5.34,00:00.0,0,35.5,514,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4913715,-0.6596288
1,4902.4,0,37:09.5,01:34.5,5.29,00:00.0,0,35.5,515,9.3,0,---,---,---,---,---,---,---,---,---,---,51.491319,-0.6595245
1,4910.8,0,37:11.1,01:35.4,5.24,00:00.0,0,35.5,516,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4912717,-0.6594296
1,4920,0,37:12.9,01:36.0,5.21,00:00.0,0,35.5,517,9.2,0,---,---,---,---,---,---,---,---,---,---,51.4912194,-0.6593263
1,4928.5,0,37:14.5,01:36.2,5.2,00:00.0,0,35.5,518,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4911727,-0.6592303
1,4936.9,0,37:16.1,01:36.5,5.18,00:00.0,0,35.5,519,8.4,0,---,---,---,---,---,---,---,---,---,---,51.4911281,-0.6591327
1,4946.1,0,37:17.9,01:36.3,5.19,00:00.0,0,35.5,520,9.2,0,---,---,---,---,---,---,---,---,---,---,51.4910815,-0.6590233
1,4953.5,0,37:19.5,01:36.9,5.16,00:00.0,0,35.5,521,7.4,0,---,---,---,---,---,---,---,---,---,---,51.4910435,-0.658935
1,4963.5,0,37:21.3,01:35.4,5.24,00:00.0,0,35.5,522,10,0,---,---,---,---,---,---,---,---,---,---,51.4909928,-0.6588158
1,4971.6,0,37:22.9,01:36.3,5.19,00:00.0,0,35.5,523,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4909504,-0.65872
1,4979.9,0,37:24.5,01:38.0,5.1,00:00.0,0,35.5,524,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4909066,-0.6586247
1,4988.8,0,37:26.3,01:39.0,5.05,00:00.0,0,35.5,525,9,0,---,---,---,---,---,---,---,---,---,---,51.4908583,-0.6585209
1,4997.8,0,37:28.1,01:39.6,5.02,00:00.0,0,34,526,9,0,---,---,---,---,---,---,---,---,---,---,51.49081,-0.6584183
1,5005.9,0,37:29.7,01:40.2,4.99,00:00.0,0,35.5,527,8.1,0,---,---,---,---,---,---,---,---,---,---,51.490764,-0.6583267
1,5014,0,37:31.5,01:40.4,4.98,00:00.0,0,34,528,8.1,0,---,---,---,---,---,---,---,---,---,---,51.4907174,-0.658237
1,5022.8,0,37:33.1,01:38.4,5.08,00:00.0,0,35.5,529,8.8,0,---,---,---,---,---,---,---,---,---,---,51.4906644,-0.6581425
1,5031.9,0,37:34.9,01:39.4,5.03,00:00.0,0,34,530,9,0,---,---,---,---,---,---,---,---,---,---,51.4906107,-0.6580445
1,5040.7,0,37:36.7,01:40.0,5,00:00.0,0,35.5,531,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4905566,-0.6579507
1,5048.8,0,37:38.3,01:40.2,4.99,00:00.0,0,34,532,8.1,0,---,---,---,---,---,---,---,---,---,---,51.4905078,-0.6578643
1,5057.7,0,37:40.1,01:41.2,4.94,00:00.0,0,35.5,533,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4904574,-0.6577652
1,5065.7,0,37:41.7,01:41.0,4.95,00:00.0,0,34,534,8,0,---,---,---,---,---,---,---,---,---,---,51.490412,-0.6576761
1,5073.7,0,37:43.5,01:40.8,4.96,00:00.0,0,35.5,535,8,0,---,---,---,---,---,---,---,---,---,---,51.4903669,-0.6575855
1,5082.5,0,37:45.1,01:38.8,5.06,00:00.0,0,35.5,536,8.8,0,---,---,---,---,---,---,---,---,---,---,51.4903174,-0.6574872
1,5091.3,0,37:46.9,01:38.6,5.07,00:00.0,0,34.5,537,8.8,0,---,---,---,---,---,---,---,---,---,---,51.4902689,-0.6573869
1,5099.3,0,37:48.5,01:39.6,5.02,00:00.0,0,35,538,8,0,---,---,---,---,---,---,---,---,---,---,51.4902282,-0.6572918
1,5108.2,0,37:50.3,01:39.8,5.01,00:00.0,0,35.5,539,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4901828,-0.6571854
1,5116.4,0,37:51.9,01:39.8,5.01,00:00.0,0,35.5,540,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4901412,-0.6570882
1,5125.5,0,37:53.7,01:39.8,5.01,00:00.0,0,35.5,541,9.1,0,---,---,---,---,---,---,---,---,---,---,51.4900956,-0.6569792
1,5133.7,0,37:55.5,01:38.6,5.07,00:00.0,0,35.5,542,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4900537,-0.6568819
1,5142.9,0,37:57.1,01:36.9,5.16,00:00.0,0,35.5,543,9.2,0,---,---,---,---,---,---,---,---,---,---,51.4900074,-0.6567716
1,5150.3,0,37:58.6,01:36.9,5.16,00:00.0,0,35.5,544,7.4,0,---,---,---,---,---,---,---,---,---,---,51.4899689,-0.6566844
1,5159,0,38:00.3,01:36.7,5.17,00:00.0,0,35.5,545,8.7,0,---,---,---,---,---,---,---,---,---,---,51.4899232,-0.6565828
1,5168,0,38:02.1,01:39.4,5.03,00:00.0,0,35.5,546,9,0,---,---,---,---,---,---,---,---,---,---,51.4898777,-0.6564759
1,5176.1,0,38:03.7,01:40.8,4.96,00:00.0,0,35.5,547,8.1,0,---,---,---,---,---,---,---,---,---,---,51.4898362,-0.6563796
1,5185.1,0,38:05.5,01:39.6,5.02,00:00.0,0,34.5,548,9,0,---,---,---,---,---,---,---,---,---,---,51.4897889,-0.6562746
1,5193.2,0,38:07.1,01:39.6,5.02,00:00.0,0,37,549,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4897436,-0.6561821
1,5202.2,0,38:08.9,01:39.0,5.05,00:00.0,0,34,550,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4896932,-0.6560817
1,5209.5,0,38:10.5,01:39.0,5.05,00:00.0,0,36,551,7.3,0,---,---,---,---,---,---,---,---,---,---,51.4896514,-0.6559997
1,5218.5,0,38:12.1,01:37.1,5.15,00:00.0,0,35,552,9,0,---,---,---,---,---,---,---,---,---,---,51.4896,-0.6558992
1,5227.5,0,38:13.9,01:37.5,5.13,00:00.0,0,35.5,553,9,0,---,---,---,---,---,---,---,---,---,---,51.4895481,-0.6558003
1,5236.6,0,38:15.7,01:38.8,5.06,00:00.0,0,34,554,9.1,0,---,---,---,---,---,---,---,---,---,---,51.4894972,-0.6556978
1,5244.7,0,38:17.3,01:38.8,5.06,00:00.0,0,35.5,555,8.2,0,---,---,---,---,---,---,---,---,---,---,51.48945,-0.6556078
1,5253.6,0,38:19.1,01:39.8,5.01,00:00.0,0,34,556,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4893996,-0.6555088
1,5262.5,0,38:20.9,01:40.8,4.96,00:00.0,0,35.5,557,8.8,0,---,---,---,---,---,---,---,---,---,---,51.4893498,-0.6554093
1,5269.7,0,38:22.5,01:41.2,4.94,00:00.0,0,34,558,7.3,0,---,---,---,---,---,---,---,---,---,---,51.4893101,-0.6553262
1,5279.4,0,38:24.3,01:38.6,5.07,00:00.0,0,35.5,559,9.7,0,---,---,---,---,---,---,---,---,---,---,51.4892562,-0.6552161
1,5287.5,0,38:25.9,01:38.4,5.08,00:00.0,0,34.5,560,8,0,---,---,---,---,---,---,---,---,---,---,51.4892118,-0.6551248
1,5296.4,0,38:27.7,01:39.4,5.03,00:00.0,0,35.5,561,8.9,0,---,---,---,---,---,---,---,---,---,---,51.489163,-0.6550225
1,5304.5,0,38:29.3,01:39.8,5.01,00:00.0,0,35,562,8.1,0,---,---,---,---,---,---,---,---,---,---,51.4891198,-0.6549281
1,5313.5,0,38:31.1,01:39.6,5.02,00:00.0,0,35.5,563,9,0,---,---,---,---,---,---,---,---,---,---,51.4890747,-0.6548202
1,5321.7,0,38:32.7,01:39.4,5.03,00:00.0,0,35.5,564,8.2,0,---,---,---,---,---,---,---,---,---,---,51.4890335,-0.654722
1,5329.8,0,38:34.5,01:39.2,5.04,00:00.0,0,35.5,565,8.1,0,---,---,---,---,---,---,---,---,---,---,51.4889925,-0.6546251
1,5338.7,0,38:36.1,01:37.7,5.12,00:00.0,0,35.5,566,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4889484,-0.6545188
1,5346.1,0,38:37.6,01:38.4,5.08,00:00.0,0,35.5,567,7.4,0,---,---,---,---,---,---,---,---,---,---,51.4889117,-0.6544304
1,5355.1,0,38:39.3,01:38.0,5.1,00:00.0,0,35.5,568,9.1,0,---,---,---,---,---,---,---,---,---,---,51.4888654,-0.6543228
1,5364,0,38:41.1,01:38.2,5.09,00:00.0,0,35.5,569,8.9,0,---,---,---,---,---,---,---,---,---,---,51.4888185,-0.6542197
1,5372.7,0,38:42.9,01:40.4,4.98,00:00.0,0,34,570,8.7,0,---,---,---,---,---,---,---,---,---,---,51.4887713,-0.654119
1,5380.5,0,38:44.5,01:42.7,4.87,00:00.0,0,35.5,571,7.8,0,---,---,---,---,---,---,---,---,---,---,51.4887285,-0.6540299
1,5388.3,0,38:46.1,01:44.2,4.8,00:00.0,0,35.5,572,7.7,0,---,---,---,---,---,---,---,---,---,---,51.4886864,-0.653941
1,5396.8,0,38:47.9,01:44.4,4.79,00:00.0,0,35.5,573,8.5,0,---,---,---,---,---,---,---,---,---,---,51.4886364,-0.6538476
1,5403.6,0,38:49.5,01:45.5,4.74,00:00.0,0,34,574,6.8,0,---,---,---,---,---,---,---,---,---,---,51.4885985,-0.6537699
1,5413.4,0,38:51.5,01:44.8,4.77,00:00.0,0,34,575,9.8,0,---,---,---,---,---,---,---,---,---,---,51.4885418,-0.6536616
1,5420.9,0,38:53.1,01:47.5,4.65,00:00.0,0,35.5,576,7.5,0,---,---,---,---,---,---,---,---,---,---,51.4884981,-0.65358
1,5430.5,0,38:55.5,01:51.1,4.5,00:00.0,0,35.5,577,9.6,0,---,---,---,---,---,---,---,---,---,---,51.4884439,-0.6534719
1,5442.4,0,38:58.5,01:56.8,4.28,00:00.0,0,15.5,578,11.9,0,---,---,---,---,---,---,---,---,---,---,51.4883697,-0.653348
1,5464.5,0,39:05.7,02:19.3,3.59,00:00.0,0,8.5,579,22.1,0,---,---,---,---,---,---,---,---,---,---,51.4882431,-0.6531032
1,5471,0,39:08.3,02:59.2,2.79,00:00.0,0,20,580,6.5,0,---,---,---,---,---,---,---,---,---,---,51.4882143,-0.6530226
1,5478.6,0,39:11.5,03:24.9,2.44,00:00.0,0,21.5,581,7.6,0,---,---,---,---,---,---,---,---,---,---,51.4881835,-0.6529251
