Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,2860.8,0,11:34.9,02:01.7,4.11,00:00.0,0,31,297,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2317159,0.170906
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,1056,0,03:30.7,01:45.3,4.75,00:00.0,0,37,140,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2233001,0.1672862
1,1063.8,0,03:32.3,01:45.3,4.75,00:00.0,0,35.5,141,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2232308,0.1672744
1,1072.2,0,03:34.4,01:45.9,4.72,00:00.0,0,36.5,142,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2231561,0.1672544
1,1079.8,0,03:35.7,01:45.0,4.76,00:00.0,0,37,143,7.6,0,---,---,---,---,---,---,---,---,---,---,52.223089,0.1672298
1,1086.6,0,03:37.4,01:45.9,4.72,00:00.0,0,35,144,6.8,0,---,---,---,---,---,---,---,---,---,---,52.22303,0.1672063
1,1094.7,0,03:38.9,01:46.2,4.71,00:00.0,0,36.5,145,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2229604,0.1671718
1,1102.1,0,03:40.6,01:46.4,4.7,00:00.0,0,37,146,7.4,0,---,---,---,---,---,---,---,---,---,---,52.2228983,0.1671343
1,1110.2,0,03:42.3,01:47.1,4.67,00:00.0,0,35,147,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2228323,0.1670825
1,1117.8,0,03:43.9,01:47.3,4.66,00:00.0,0,37,148,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2227706,0.1670347
1,1125.5,0,03:45.5,01:45.9,4.72,00:00.0,0,35.5,149,7.7,0,---,---,---,---,---,---,---,---,---,---,52.2227111,0.1669782
1,1133.5,0,03:47.3,01:46.4,4.7,00:00.0,0,36.5,150,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2226526,0.1669082
1,1141.2,0,03:48.9,01:47.1,4.67,00:00.0,0,37,151,7.7,0,---,---,---,---,---,---,---,---,---,---,52.222599,0.1668377
1,1148.8,0,03:50.5,01:45.0,4.76,00:00.0,0,37,152,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2225463,0.1667657
1,1156.7,0,03:52.4,01:43.9,4.81,00:00.0,0,35,153,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2224954,0.1666866
1,1164.3,0,03:53.7,01:41.6,4.92,00:00.0,0,37.5,154,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2224499,0.1666035
1,1171.4,0,03:55.4,01:41.4,4.93,00:00.0,0,37,155,7.2,0,---,---,---,---,---,---,---,---,---,---,52.2224076,0.1665237
1,1181.1,0,03:57.1,01:39.2,5.04,00:00.0,0,36.5,156,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2223533,0.166413
1,1188.9,0,03:58.7,01:37.5,5.13,00:00.0,0,36.5,157,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2223158,0.1663163
1,1196.8,0,04:00.3,01:39.6,5.02,00:00.0,0,37,158,7.9,0,---,---,---,---,---,---,---,---,---,---,52.2222785,0.1662185
1,1204.6,0,04:01.9,01:41.6,4.92,00:00.0,0,37,159,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2222424,0.1661209
1,1212,0,04:03.5,01:42.0,4.9,00:00.0,0,37,160,7.4,0,---,---,---,---,---,---,---,---,---,---,52.2222117,0.1660241
1,1220.2,0,04:05.3,01:44.2,4.8,00:00.0,0,33.5,161,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2221755,0.1659192
1,1227,0,04:06.9,01:49.9,4.55,00:00.0,0,36.5,162,6.8,0,---,---,---,---,---,---,---,---,---,---,52.2221475,0.1658304
1,1233.9,0,04:08.8,01:57.4,4.26,00:00.0,0,33.5,163,6.9,0,---,---,---,---,---,---,---,---,---,---,52.2221252,0.1657362
1,1240.8,0,04:10.6,02:05.0,4,00:00.0,0,33.5,164,6.9,0,---,---,---,---,---,---,---,---,---,---,52.2221043,0.165641
1,1247.8,0,04:12.5,02:11.2,3.81,00:00.0,0,30.5,165,7,0,---,---,---,---,---,---,---,---,---,---,52.2220789,0.1655465
1,1254.4,0,04:14.5,02:23.3,3.49,00:00.0,0,29.5,166,6.6,0,---,---,---,---,---,---,---,---,---,---,52.2220547,0.1654583
1,1261.1,0,04:16.7,02:36.2,3.2,00:00.0,0,27.5,167,6.7,0,---,---,---,---,---,---,---,---,---,---,52.2220355,0.1653647
1,1267.8,0,04:19.4,02:44.5,3.04,00:00.0,0,25.5,168,6.7,0,---,---,---,---,---,---,---,---,---,---,52.2220197,0.1652701
1,1274.4,0,04:21.5,02:54.8,2.86,00:00.0,0,24.5,169,6.5,0,---,---,---,---,---,---,---,---,---,---,52.2220075,0.1651763
1,1291.8,0,04:31.7,05:03.0,1.65,00:00.0,0,25.5,170,17.4,0,---,---,---,---,---,---,---,---,---,---,52.2219431,0.1647821
1,1294.2,0,04:33.1,05:44.8,1.45,00:00.0,0,37,171,2.4,0,---,---,---,---,---,---,---,---,---,---,52.2219352,0.1647489
1,1302.4,0,04:36.1,03:33.7,2.34,00:00.0,0,19.5,172,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2218989,0.1646443
1,1312,0,04:39.1,02:53.6,2.88,00:00.0,0,20.5,173,9.5,0,---,---,---,---,---,---,---,---,---,---,52.221859,0.1645205
1,1322.5,0,04:42.1,02:28.4,3.37,00:00.0,0,21,174,10.5,0,---,---,---,---,---,---,---,---,---,---,52.221816,0.1643834
1,1333.7,0,04:45.1,02:18.9,3.6,00:00.0,0,21,175,11.2,0,---,---,---,---,---,---,---,---,---,---,52.22177,0.1642367
1,1344.5,0,04:47.7,02:13.7,3.74,00:00.0,0,20.5,176,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2217315,0.1640913
1,1355.5,0,04:50.5,02:10.9,3.82,00:00.0,0,21,177,11,0,---,---,---,---,---,---,---,---,---,---,52.2216914,0.1639446
1,1366.5,0,04:53.3,02:09.9,3.85,00:00.0,0,21,178,11,0,---,---,---,---,---,---,---,---,---,---,52.2216487,0.1637988
1,1377.5,0,04:56.1,02:08.9,3.88,00:00.0,0,21,179,11,0,---,---,---,---,---,---,---,---,---,---,52.2216098,0.1636503
1,1389.3,0,04:59.1,02:07.2,3.93,00:00.0,0,21,180,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2215702,0.1634893
1,1400.5,0,05:01.9,02:06.6,3.95,00:00.0,0,21,181,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2215263,0.1633421
1,1411.5,0,05:04.7,02:06.3,3.96,00:00.0,0,21,182,11,0,---,---,---,---,---,---,---,---,---,---,52.2214826,0.1631969
1,1422.7,0,05:07.5,02:06.3,3.96,00:00.0,0,21.5,183,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2214366,0.1630516
1,1433.9,0,05:10.3,02:06.6,3.95,00:00.0,0,21,184,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2213909,0.1629052
1,1445.1,0,05:13.1,02:06.3,3.96,00:00.0,0,21,185,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2213465,0.1627577
1,1456.9,0,05:16.1,02:06.3,3.96,00:00.0,0,21,186,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2213004,0.1626014
1,1468,0,05:18.9,02:06.3,3.96,00:00.0,0,21,187,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2212558,0.162456
1,1479.3,0,05:21.7,02:05.9,3.97,00:00.0,0,20.5,188,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2212098,0.1623085
1,1490.8,0,05:24.7,02:05.9,3.97,00:00.0,0,21,189,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2211629,0.1621584
1,1501.9,0,05:27.5,02:06.6,3.95,00:00.0,0,21,190,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2211155,0.1620151
1,1512.3,0,05:30.2,02:06.3,3.96,00:00.0,0,21,191,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2210709,0.1618811
1,1523.3,0,05:33.1,02:05.9,3.97,00:00.0,0,21,192,11,0,---,---,---,---,---,---,---,---,---,---,52.2210287,0.1617355
1,1534.7,0,05:36.1,02:06.6,3.95,00:00.0,0,20.5,193,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2209928,0.1615795
1,1546.1,0,05:39.1,02:07.2,3.93,00:00.0,0,21,194,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2209572,0.1614228
1,1556.9,0,05:41.7,02:09.2,3.87,00:00.0,0,21,195,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2209201,0.1612757
1,1567.6,0,05:44.5,02:10.5,3.83,00:00.0,0,21,196,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2208875,0.1611276
1,1578.7,0,05:47.5,02:11.9,3.79,00:00.0,0,21,197,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2208547,0.1609745
1,1589.3,0,05:50.3,02:13.7,3.74,00:00.0,0,21,198,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2208208,0.1608295
1,1600.6,0,05:53.3,02:13.7,3.74,00:00.0,0,20.5,199,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2207856,0.1606742
1,1611.2,0,05:56.1,02:13.0,3.76,00:00.0,0,21,200,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2207517,0.1605281
1,1622,0,05:58.9,02:12.3,3.78,00:00.0,0,20.5,201,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2207208,0.1603781
1,1633.4,0,06:01.9,02:10.9,3.82,00:00.0,0,21,202,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2206926,0.1602178
1,1644.1,0,06:04.7,02:09.9,3.85,00:00.0,0,20.5,203,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2206643,0.1600681
1,1655.5,0,06:07.7,02:10.2,3.84,00:00.0,0,21,204,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2206363,0.1599074
1,1666.5,0,06:10.5,02:09.5,3.86,00:00.0,0,20.5,205,11,0,---,---,---,---,---,---,---,---,---,---,52.220614,0.1597505
1,1678.1,0,06:13.5,02:08.5,3.89,00:00.0,0,20.5,206,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2205901,0.1595848
1,1689.3,0,06:16.3,02:08.5,3.89,00:00.0,0,20.5,207,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2205687,0.1594236
1,1700.8,0,06:19.3,02:08.5,3.89,00:00.0,0,20.5,208,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2205443,0.1592594
1,1712.5,0,06:22.3,02:08.2,3.9,00:00.0,0,20.5,209,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2205232,0.1590919
1,1723.5,0,06:25.1,02:09.5,3.86,00:00.0,0,20.5,210,11,0,---,---,---,---,---,---,---,---,---,---,52.2204978,0.1589358
1,1735.1,0,06:28.1,02:09.9,3.85,00:00.0,0,20.5,211,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2204693,0.1587724
1,1746.2,0,06:30.9,02:08.5,3.89,00:00.0,0,20.5,212,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2204425,0.158616
1,1757.9,0,06:33.9,02:07.6,3.92,00:00.0,0,20.5,213,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2204173,0.1584482
1,1769.7,0,06:36.9,02:07.2,3.93,00:00.0,0,20.5,214,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2203925,0.1582814
1,1780.8,0,06:39.7,02:06.9,3.94,00:00.0,0,20.5,215,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2203733,0.1581208
1,1792.5,0,06:42.7,02:06.3,3.96,00:00.0,0,20.5,216,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2203554,0.1579516
1,1803.7,0,06:45.5,02:05.6,3.98,00:00.0,0,21,217,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2203355,0.1577912
1,1814.3,0,06:48.2,02:04.7,4.01,00:00.0,0,21,218,10.6,0,---,---,---,---,---,---,---,---,---,---,52.22032,0.1576373
1,1825.5,0,06:51.1,02:04.1,4.03,00:00.0,0,21,219,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2203029,0.1574751
1,1837.1,0,06:54.1,02:04.1,4.03,00:00.0,0,21,220,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2202864,0.1573073
1,1848.9,0,06:57.1,02:05.0,4,00:00.0,0,20.5,221,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2202711,0.1571374
1,1860.7,0,07:00.1,02:06.6,3.95,00:00.0,0,21,222,11.9,0,---,---,---,---,---,---,---,---,---,---,52.2202561,0.1569649
1,1870.9,0,07:02.7,02:09.5,3.86,00:00.0,0,20.5,223,10.1,0,---,---,---,---,---,---,---,---,---,---,52.2202358,0.1568196
1,1880.2,0,07:05.7,02:22.0,3.52,00:00.0,0,20.5,224,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2202227,0.1566849
1,1889.2,0,07:08.5,02:37.2,3.18,00:00.0,0,20.5,225,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2201962,0.156559
1,1899,0,07:11.5,02:47.8,2.98,00:00.0,0,21,226,9.8,0,---,---,---,---,---,---,---,---,---,---,52.2201963,0.1564146
1,1911,0,07:14.3,02:30.6,3.32,00:00.0,0,20.5,227,12,0,---,---,---,---,---,---,---,---,---,---,52.2201633,0.1562473
1,1923.8,0,07:17.3,02:11.2,3.81,00:00.0,0,20.5,228,12.8,0,---,---,---,---,---,---,---,---,---,---,52.2201268,0.1560698
1,1935.5,0,07:20.1,02:10.9,3.82,00:00.0,0,21,229,11.7,0,---,---,---,---,---,---,---,---,---,---,52.220087,0.1559112
1,1947.1,0,07:23.1,02:12.3,3.78,00:00.0,0,20.5,230,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2200413,0.1557576
1,1958.5,0,07:25.9,02:11.9,3.79,00:00.0,0,20,231,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2199931,0.1556098
1,1970.6,0,07:28.9,02:09.2,3.87,00:00.0,0,20.5,232,12.1,0,---,---,---,---,---,---,---,---,---,---,52.2199384,0.1554568
1,1982.7,0,07:31.9,02:06.9,3.94,00:00.0,0,20.5,233,12.2,0,---,---,---,---,---,---,---,---,---,---,52.2198878,0.1552989
1,1994.2,0,07:34.7,02:06.6,3.95,00:00.0,0,20.5,234,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2198429,0.1551485
1,2006.1,0,07:37.7,02:06.6,3.95,00:00.0,0,20.5,235,12,0,---,---,---,---,---,---,---,---,---,---,52.219797,0.1549902
1,2017.4,0,07:40.5,02:06.9,3.94,00:00.0,0,20.5,236,11.3,0,---,---,---,---,---,---,---,---,---,---,52.219751,0.1548428
1,2029,0,07:43.5,02:07.6,3.92,00:00.0,0,21.5,237,11.6,0,---,---,---,---,---,---,---,---,---,---,52.219706,0.1546899
1,2039.9,0,07:46.3,02:09.9,3.85,00:00.0,0,20.5,238,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2196605,0.1545482
1,2050.8,0,07:49.1,02:10.9,3.82,00:00.0,0,21,239,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2196138,0.1544078
1,2062.4,0,07:52.1,02:10.2,3.84,00:00.0,0,20.5,240,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2195633,0.1542586
1,2073.1,0,07:54.9,02:10.9,3.82,00:00.0,0,20.5,241,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2195158,0.1541213
1,2084.8,0,07:57.9,02:10.5,3.83,00:00.0,0,21,242,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2194619,0.1539745
1,2096,0,08:00.7,02:08.9,3.88,00:00.0,0,20.5,243,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2194078,0.1538363
1,2107.6,0,08:03.7,02:07.2,3.93,00:00.0,0,20.5,244,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2193526,0.1536922
1,2118.9,0,08:06.5,02:06.6,3.95,00:00.0,0,20.5,245,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2192972,0.1535532
1,2130.3,0,08:09.3,02:04.7,4.01,00:00.0,0,21,246,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2192437,0.1534097
1,2141.9,0,08:12.2,02:02.2,4.09,00:00.0,0,21,247,11.6,0,---,---,---,---,---,---,---,---,---,---,52.21919,0.1532646
1,2153.5,0,08:15.1,02:01.4,4.12,00:00.0,0,21,248,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2191387,0.1531161
1,2165.3,0,08:18.1,02:02.2,4.09,00:00.0,0,21.5,249,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2190908,0.1529623
1,2176.6,0,08:20.7,02:04.7,4.01,00:00.0,0,20.5,250,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2190496,0.1528113
1,2188.3,0,08:23.7,02:06.3,3.96,00:00.0,0,21,251,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2190088,0.1526524
1,2199.3,0,08:26.5,02:07.9,3.91,00:00.0,0,21,252,11,0,---,---,---,---,---,---,---,---,---,---,52.2189689,0.1525048
1,2210.9,0,08:29.5,02:09.5,3.86,00:00.0,0,20.5,253,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2189267,0.1523503
1,2221.8,0,08:32.3,02:10.5,3.83,00:00.0,0,20.5,254,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2188929,0.1521995
1,2233.4,0,08:35.3,02:10.5,3.83,00:00.0,0,20.5,255,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2188623,0.1520374
1,2259.8,0,08:45.4,03:36.4,2.31,00:00.0,0,24,256,26.4,0,---,---,---,---,---,---,---,---,---,---,52.2187155,0.1511793
1,2262.1,0,08:46.5,05:33.3,1.5,00:00.0,0,37,257,2.3,0,---,---,---,---,---,---,---,---,---,---,52.2187082,0.151148
1,2271.6,0,08:50.0,03:24.9,2.44,00:00.0,0,18.5,258,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2186791,0.1510172
1,2282.1,0,08:53.2,02:48.9,2.96,00:00.0,0,19.5,259,10.5,0,---,---,---,---,---,---,---,---,---,---,52.218652,0.1508698
1,2292.5,0,08:56.0,02:24.9,3.45,00:00.0,0,20.5,260,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2186231,0.1507244
1,2303.9,0,08:59.0,02:14.4,3.72,00:00.0,0,20.5,261,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2185893,0.1505672
1,2314.9,0,09:01.8,02:09.5,3.86,00:00.0,0,21,262,11,0,---,---,---,---,---,---,---,---,---,---,52.2185519,0.1504171
1,2326.2,0,09:04.6,02:06.3,3.96,00:00.0,0,21,263,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2185133,0.1502638
1,2337.8,0,09:07.5,02:02.5,4.08,00:00.0,0,21,264,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2184753,0.1501068
1,2349.3,0,09:10.4,02:00.2,4.16,00:00.0,0,21,265,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2184379,0.1499491
1,2361.4,0,09:13.4,02:00.2,4.16,00:00.0,0,21,266,12.1,0,---,---,---,---,---,---,---,---,---,---,52.218397,0.1497844
1,2372.6,0,09:16.0,02:02.2,4.09,00:00.0,0,21,267,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2183572,0.1496342
1,2383.4,0,09:18.8,02:05.3,3.99,00:00.0,0,21,268,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2183104,0.1494948
1,2395.6,0,09:21.8,02:07.6,3.92,00:00.0,0,21,269,12.2,0,---,---,---,---,---,---,---,---,---,---,52.218262,0.1493351
1,2407.3,0,09:24.6,02:06.9,3.94,00:00.0,0,20.5,270,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2182146,0.1491812
1,2419.6,0,09:27.6,02:05.6,3.98,00:00.0,0,20,271,12.3,0,---,---,---,---,---,---,---,---,---,---,52.2181659,0.14902
1,2431.6,0,09:30.6,02:05.3,3.99,00:00.0,0,20.5,272,12,0,---,---,---,---,---,---,---,---,---,---,52.2181213,0.14886
1,2483,0,09:45.5,02:33.8,3.25,00:00.0,0,8,273,51.4,0,---,---,---,---,---,---,---,---,---,---,52.2179655,0.1481335
1,2503.6,0,09:52.1,02:37.7,3.17,00:00.0,0,9,274,20.6,0,---,---,---,---,---,---,---,---,---,---,52.2179149,0.1478426
1,2523.6,0,09:58.3,02:38.2,3.16,00:00.0,0,9.5,275,19.9,0,---,---,---,---,---,---,---,---,---,---,52.2178681,0.1475604
1,2567.7,0,10:12.6,02:41.3,3.1,00:00.0,0,9,276,44.2,0,---,---,---,---,---,---,---,---,---,---,52.2177724,0.1469285
1,2579.5,0,10:15.9,02:37.7,3.17,00:00.0,0,18,277,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2177343,0.1467675
1,2591.1,0,10:19.1,02:27.5,3.39,00:00.0,0,19,278,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2176954,0.1466102
1,2602.7,0,10:22.3,02:19.7,3.58,00:00.0,0,19,279,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2176534,0.1464548
1,2614,0,10:25.3,02:15.1,3.7,00:00.0,0,19.5,280,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2176033,0.1463093
1,2625.4,0,10:28.3,02:12.6,3.77,00:00.0,0,20,281,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2175447,0.1461726
1,2636.8,0,10:31.3,02:11.6,3.8,00:00.0,0,19.5,282,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2174784,0.1460458
1,2647.2,0,10:34.5,02:19.7,3.58,00:00.0,0,20,283,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2174069,0.1459467
1,2658.6,0,10:37.5,02:22.9,3.5,00:00.0,0,19.5,284,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2173268,0.1458426
1,2669.9,0,10:40.5,02:13.7,3.74,00:00.0,0,20,285,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2172415,0.145753
1,2681.3,0,10:43.5,02:14.8,3.71,00:00.0,0,20,286,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2171478,0.1456833
1,2692.9,0,10:46.5,02:14.0,3.73,00:00.0,0,19.5,287,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2170498,0.1456281
1,2704.7,0,10:49.5,02:11.2,3.81,00:00.0,0,20,288,11.7,0,---,---,---,---,---,---,---,---,---,---,52.216948,0.1455835
1,2717.5,0,10:52.7,02:10.2,3.84,00:00.0,0,19.5,289,12.8,0,---,---,---,---,---,---,---,---,---,---,52.2168367,0.1455337
1,2749.4,0,11:02.4,02:35.8,3.21,00:00.0,0,33,290,32,0,---,---,---,---,---,---,---,---,---,---,52.216381,0.1454232
1,2757.3,0,11:04.9,03:07.3,2.67,00:00.0,0,17.5,291,7.9,0,---,---,---,---,---,---,---,---,---,---,52.2163101,0.1454095
1,2778,0,11:12.1,02:51.8,2.91,00:00.0,0,8.5,292,20.7,0,---,---,---,---,---,---,---,---,---,---,52.2161251,0.1453933
1,2787.4,0,11:15.1,02:48.9,2.96,00:00.0,0,18.5,293,9.4,0,---,---,---,---,---,---,---,---,---,---,52.216042,0.145369
1,2799.3,0,11:18.4,02:33.8,3.25,00:00.0,0,19.5,294,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2159379,0.1453324
1,2810.7,0,11:21.4,02:18.9,3.6,00:00.0,0,20,295,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2158384,0.1452916
1,2821.4,0,11:24.2,02:11.2,3.81,00:00.0,0,20.5,296,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2157451,0.145253
1,2832.9,0,11:27.1,02:08.2,3.9,00:00.0,0,20.5,297,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2156457,0.145206
